FREGUESIA,PARTIDO,VOTOS
11106,PCTPMRPP,12
11106,PH,7
11106,PPDPSD,467
11106,PPM,6
11106,PS,1090
11106,PSN,7
11107,BE,8
11107,CDSPP,57
11107,MPT,1
11107,PCPPEV,31
11107,PCTPMRPP,4
11107,PH,3
11107,PPDPSD,292
11107,PPM,4
11107,PS,647
11107,PSN,3
11108,BE,9
11108,CDSPP,33
11108,MPT,1
11108,PCPPEV,3
11108,PCTPMRPP,0
11108,PH,3
11108,PPDPSD,315
11108,PPM,2
11108,PS,248
11108,PSN,3
11201,BE,4
11201,CDSPP,153
11201,MPT,3
11201,PCPPEV,17
11201,PCTPMRPP,3
11201,PH,7
11201,PPDPSD,813
11201,PPM,3
11201,PS,249
11201,PSN,2
11202,BE,7
11202,CDSPP,54
11202,MPT,3
11202,PCPPEV,8
11202,PCTPMRPP,0
11202,PH,1
11202,PPDPSD,402
11202,PPM,1
11202,PS,188
11202,PSN,2
11203,BE,9
11203,CDSPP,104
11203,MPT,3
11203,PCPPEV,17
11203,PCTPMRPP,1
11203,PH,5
11203,PPDPSD,1077
11203,PPM,5
11203,PS,293
11203,PSN,2
11204,BE,3
11204,CDSPP,117
11204,MPT,1
11204,PCPPEV,12
11204,PCTPMRPP,1
11204,PH,4
11204,PPDPSD,468
11204,PPM,4
11204,PS,270
11204,PSN,0
11301,BE,19
11301,CDSPP,420
11301,MPT,7
11301,PCPPEV,43
11301,PCTPMRPP,9
11301,PH,4
11301,PPDPSD,754
11301,PPM,7
11301,PS,721
11301,PSN,6
11302,BE,18
11302,CDSPP,195
11302,MPT,4
11302,PCPPEV,41
11302,PCTPMRPP,5
11302,PH,8
11302,PPDPSD,667
11302,PPM,5
11302,PS,748
11302,PSN,6
11303,BE,10
11303,CDSPP,254
11303,MPT,5
11303,PCPPEV,43
11303,PCTPMRPP,8
11303,PH,3
11303,PPDPSD,749
11303,PPM,9
11303,PS,526
11303,PSN,8
11304,BE,9
11304,CDSPP,240
11304,MPT,2
11304,PCPPEV,19
11304,PCTPMRPP,2
11304,PH,8
11304,PPDPSD,1142
11304,PPM,4
11304,PS,408
11304,PSN,2
11305,BE,14
11305,CDSPP,100
11305,MPT,4
11305,PCPPEV,93
11305,PCTPMRPP,6
11305,PH,3
11305,PPDPSD,267
11305,PPM,3
11305,PS,635
11305,PSN,1
11306,BE,7
11306,CDSPP,121
11306,MPT,0
11306,PCPPEV,9
11306,PCTPMRPP,0
11306,PH,1
11306,PPDPSD,230
11306,PPM,1
11306,PS,307
11306,PSN,2
11307,BE,0
11307,CDSPP,66
11307,MPT,0
11307,PCPPEV,4
11307,PCTPMRPP,2
11307,PH,0
11307,PPDPSD,278
11307,PPM,1
11307,PS,127
11307,PSN,1
11308,BE,9
11308,CDSPP,151
11308,MPT,2
11308,PCPPEV,96
11308,PCTPMRPP,8
11308,PH,5
11308,PPDPSD,530
11308,PPM,4
11308,PS,821
11308,PSN,2
11309,BE,87
11309,CDSPP,1089
11309,MPT,13
11309,PCPPEV,133
11309,PCTPMRPP,19
11309,PH,10
11309,PPDPSD,1961
11309,PPM,18
11309,PS,2233
11309,PSN,3
11310,BE,10
11310,CDSPP,187
11310,MPT,4
11310,PCPPEV,19
11310,PCTPMRPP,6
11310,PH,5
11310,PPDPSD,575
11310,PPM,5
11310,PS,481
11310,PSN,3
11311,BE,4
11311,CDSPP,199
11311,MPT,2
11311,PCPPEV,13
11311,PCTPMRPP,1
11311,PH,6
11311,PPDPSD,464
11311,PPM,4
11311,PS,471
11311,PSN,5
11312,BE,12
11312,CDSPP,217
11312,MPT,6
11312,PCPPEV,40
11312,PCTPMRPP,8
11312,PH,5
11312,PPDPSD,454
11312,PPM,0
11312,PS,657
11312,PSN,0
11313,BE,5
11313,CDSPP,286
11313,MPT,1
11313,PCPPEV,19
11313,PCTPMRPP,3
11313,PH,3
11313,PPDPSD,778
11313,PPM,6
11313,PS,574
11313,PSN,1
11314,BE,10
11314,CDSPP,281
11314,MPT,4
11314,PCPPEV,80
11314,PCTPMRPP,5
11314,PH,6
11314,PPDPSD,620
11314,PPM,5
11314,PS,938
11314,PSN,3
11315,BE,5
11315,CDSPP,162
11315,MPT,5
11315,PCPPEV,20
11315,PCTPMRPP,2
11315,PH,2
11315,PPDPSD,508
11315,PPM,7
11315,PS,513
11315,PSN,2
11316,BE,3
11316,CDSPP,167
11316,MPT,2
11316,PCPPEV,9
11316,PCTPMRPP,3
11316,PH,2
11316,PPDPSD,356
11316,PPM,4
11316,PS,335
11316,PSN,2
11317,BE,13
11317,CDSPP,165
11317,MPT,1
11317,PCPPEV,18
11317,PCTPMRPP,4
11317,PH,4
11317,PPDPSD,647
11317,PPM,1
11317,PS,633
11317,PSN,3
11318,BE,26
11318,CDSPP,368
11318,MPT,6
11318,PCPPEV,35
11318,PCTPMRPP,9
11318,PH,8
11318,PPDPSD,958
11318,PPM,9
11318,PS,1489
11318,PSN,4
11319,BE,51
11319,CDSPP,620
11319,MPT,13
11319,PCPPEV,153
11319,PCTPMRPP,22
11319,PH,13
11319,PPDPSD,1849
11319,PPM,17
11319,PS,3322
11319,PSN,13
11401,BE,8
11401,CDSPP,467
11401,MPT,4
11401,PCPPEV,29
11401,PCTPMRPP,3
11401,PH,5
11401,PPDPSD,580
11401,PPM,5
11401,PS,198
11401,PSN,2
11402,BE,5
11402,CDSPP,315
11402,MPT,2
11402,PCPPEV,8
11402,PCTPMRPP,1
11402,PH,4
11402,PPDPSD,451
11402,PPM,3
11402,PS,149
11402,PSN,0
11403,BE,16
11403,CDSPP,667
11403,MPT,8
11403,PCPPEV,68
11403,PCTPMRPP,11
11403,PH,9
11403,PPDPSD,1784
11403,PPM,10
11403,PS,634
11403,PSN,9
11404,BE,20
11404,CDSPP,548
11404,MPT,5
11404,PCPPEV,35
11404,PCTPMRPP,6
11404,PH,7
11404,PPDPSD,1213
11404,PPM,8
11404,PS,562
11404,PSN,2
11405,BE,3
11405,CDSPP,399
11405,MPT,2
11405,PCPPEV,6
11405,PCTPMRPP,0
11405,PH,10
11405,PPDPSD,783
11405,PPM,0
11405,PS,163
11405,PSN,0
11406,BE,4
11406,CDSPP,493
11406,MPT,3
11406,PCPPEV,21
11406,PCTPMRPP,2
11406,PH,3
11406,PPDPSD,670
11406,PPM,5
11406,PS,217
11406,PSN,2
11501,BE,4
11501,CDSPP,133
11501,MPT,3
11501,PCPPEV,47
11501,PCTPMRPP,7
11501,PH,5
11501,PPDPSD,709
11501,PPM,5
11501,PS,580
11501,PSN,6
11502,BE,24
11502,CDSPP,151
11502,MPT,2
11502,PCPPEV,85
11502,PCTPMRPP,13
11502,PH,7
11502,PPDPSD,584
11502,PPM,2
11502,PS,1114
11502,PSN,3
11503,BE,59
11503,CDSPP,366
11503,MPT,11
11503,PCPPEV,230
11503,PCTPMRPP,35
11503,PH,14
11503,PPDPSD,1741
11503,PPM,14
11503,PS,2748
11503,PSN,8
11504,BE,11
11504,CDSPP,152
11504,MPT,3
11504,PCPPEV,86
11504,PCTPMRPP,8
11504,PH,3
11504,PPDPSD,554
11504,PPM,4
11504,PS,974
11504,PSN,3
11505,BE,261
11505,CDSPP,625
11505,MPT,23
11505,PCPPEV,845
11505,PCTPMRPP,47
11505,PH,15
11505,PPDPSD,2201
11505,PPM,31
11505,PS,3595
11505,PSN,13
11506,BE,3
11506,CDSPP,53
11506,MPT,4
11506,PCPPEV,30
11506,PCTPMRPP,5
11506,PH,5
11506,PPDPSD,553
11506,PPM,7
11506,PS,517
11506,PSN,3
11507,BE,20
11507,CDSPP,215
11507,MPT,9
11507,PCPPEV,95
11507,PCTPMRPP,10
11507,PH,8
11507,PPDPSD,1139
11507,PPM,11
11507,PS,1242
11507,PSN,11
11508,BE,52
11508,CDSPP,235
11508,MPT,6
11508,PCPPEV,232
11508,PCTPMRPP,31
11508,PH,5
11508,PPDPSD,927
11508,PPM,7
11508,PS,1530
11508,PSN,8
11601,BE,206
11601,CDSPP,1423
11601,MPT,33
11601,PCPPEV,607
11601,PCTPMRPP,47
11601,PH,26
11601,PPDPSD,3505
11601,PPM,28
11601,PS,5664
11601,PSN,12
11701,BE,3
11701,CDSPP,140
11701,MPT,2
11701,PCPPEV,13
11701,PCTPMRPP,4
11701,PH,3
11701,PPDPSD,334
11701,PPM,0
11701,PS,104
11701,PSN,1
11702,BE,8
11702,CDSPP,103
11702,MPT,0
11702,PCPPEV,1
11702,PCTPMRPP,1
11702,PH,2
11702,PPDPSD,391
11702,PPM,1
11702,PS,129
11702,PSN,2
11703,BE,4
11703,CDSPP,130
11703,MPT,1
11703,PCPPEV,7
11703,PCTPMRPP,2
11703,PH,3
11703,PPDPSD,232
11703,PPM,1
11703,PS,89
11703,PSN,1
11704,BE,13
11704,CDSPP,286
11704,MPT,1
11704,PCPPEV,14
11704,PCTPMRPP,0
11704,PH,4
11704,PPDPSD,618
11704,PPM,5
11704,PS,266
11704,PSN,2
11705,BE,7
11705,CDSPP,198
11705,MPT,5
11705,PCPPEV,29
11705,PCTPMRPP,5
11705,PH,6
11705,PPDPSD,462
11705,PPM,3
11705,PS,323
11705,PSN,4
11706,BE,17
11706,CDSPP,264
11706,MPT,1
11706,PCPPEV,27
11706,PCTPMRPP,7
11706,PH,5
11706,PPDPSD,728
11706,PPM,4
11706,PS,324
11706,PSN,2
11707,BE,10
11707,CDSPP,167
11707,MPT,7
11707,PCPPEV,21
11707,PCTPMRPP,1
11707,PH,4
11707,PPDPSD,463
11707,PPM,4
11707,PS,303
11707,PSN,1
11708,BE,3
11708,CDSPP,178
11708,MPT,0
11708,PCPPEV,20
11708,PCTPMRPP,5
11708,PH,4
11708,PPDPSD,329
11708,PPM,1
11708,PS,271
11708,PSN,3
11709,BE,7
11709,CDSPP,79
11709,MPT,0
11709,PCPPEV,10
11709,PCTPMRPP,1
11709,PH,3
11709,PPDPSD,197
11709,PPM,2
11709,PS,120
11709,PSN,1
11801,BE,21
11801,CDSPP,296
11801,MPT,3
11801,PCPPEV,5
11801,PCTPMRPP,0
11801,PH,2
11801,PPDPSD,472
11801,PPM,2
11801,PS,99
11801,PSN,4
11802,BE,6
11802,CDSPP,63
11802,MPT,1
11802,PCPPEV,2
11802,PCTPMRPP,0
11802,PH,2
11802,PPDPSD,473
11802,PPM,0
11802,PS,35
11802,PSN,2
11803,BE,12
11803,CDSPP,143
11803,MPT,0
11803,PCPPEV,0
11803,PCTPMRPP,1
11803,PH,0
11803,PPDPSD,507
11803,PPM,1
11803,PS,92
11803,PSN,3
11804,BE,3
11804,CDSPP,186
11804,MPT,0
11804,PCPPEV,6
11804,PCTPMRPP,1
11804,PH,4
11804,PPDPSD,301
11804,PPM,3
11804,PS,93
11804,PSN,0
11805,BE,4
11805,CDSPP,262
11805,MPT,0
11805,PCPPEV,3
11805,PCTPMRPP,2
11805,PH,3
11805,PPDPSD,504
11805,PPM,1
11805,PS,90
11805,PSN,2
11806,BE,0
11806,CDSPP,329
11806,MPT,0
11806,PCPPEV,0
11806,PCTPMRPP,0
11806,PH,2
11806,PPDPSD,398
11806,PPM,1
11806,PS,61
11806,PSN,0
11807,BE,2
11807,CDSPP,339
11807,MPT,1
11807,PCPPEV,8
11807,PCTPMRPP,4
11807,PH,2
11807,PPDPSD,617
11807,PPM,7
11807,PS,210
11807,PSN,2
11808,BE,38
11808,CDSPP,447
11808,MPT,8
11808,PCPPEV,42
11808,PCTPMRPP,7
11808,PH,3
11808,PPDPSD,717
11808,PPM,5
11808,PS,593
11808,PSN,1
11809,BE,4
11809,CDSPP,282
11809,MPT,2
11809,PCPPEV,3
11809,PCTPMRPP,1
11809,PH,2
11809,PPDPSD,440
11809,PPM,2
11809,PS,91
11809,PSN,2
11810,BE,5
11810,CDSPP,299
11810,MPT,3
11810,PCPPEV,4
11810,PCTPMRPP,0
11810,PH,1
11810,PPDPSD,531
11810,PPM,3
11810,PS,88
11810,PSN,1
11811,BE,3
11811,CDSPP,282
11811,MPT,1
11811,PCPPEV,2
11811,PCTPMRPP,0
11811,PH,0
11811,PPDPSD,259
11811,PPM,0
11811,PS,41
11811,PSN,1
11901,BE,6
11901,CDSPP,341
11901,MPT,3
11901,PCPPEV,13
11901,PCTPMRPP,4
11901,PH,2
11901,PPDPSD,403
11901,PPM,1
11901,PS,260
11901,PSN,2
11902,BE,50
11902,CDSPP,873
11902,MPT,16
11902,PCPPEV,71
11902,PCTPMRPP,17
11902,PH,7
11902,PPDPSD,1536
11902,PPM,17
11902,PS,1564
11902,PSN,5
11903,BE,5
11903,CDSPP,288
11903,MPT,7
11903,PCPPEV,13
11903,PCTPMRPP,1
11903,PH,3
11903,PPDPSD,389
11903,PPM,1
11903,PS,207
11903,PSN,2
11904,BE,2
11904,CDSPP,117
11904,MPT,3
11904,PCPPEV,26
11904,PCTPMRPP,1
11904,PH,5
11904,PPDPSD,174
11904,PPM,0
11904,PS,306
11904,PSN,1
11905,BE,1
11905,CDSPP,215
11905,MPT,0
11905,PCPPEV,10
11905,PCTPMRPP,3
11905,PH,3
11905,PPDPSD,399
11905,PPM,0
11905,PS,171
11905,PSN,2
11906,BE,23
11906,CDSPP,564
11906,MPT,12
11906,PCPPEV,69
11906,PCTPMRPP,9
11906,PH,9
11906,PPDPSD,708
11906,PPM,12
11906,PS,1392
11906,PSN,4
11907,BE,8
11907,CDSPP,183
11907,MPT,1
11907,PCPPEV,21
11907,PCTPMRPP,5
11907,PH,2
11907,PPDPSD,383
11907,PPM,6
11907,PS,406
11907,PSN,5
11908,BE,39
11908,CDSPP,433
11908,MPT,13
11908,PCPPEV,52
11908,PCTPMRPP,3
11908,PH,7
11908,PPDPSD,800
11908,PPM,2
11908,PS,980
11908,PSN,2
11909,BE,4
11909,CDSPP,74
11909,MPT,0
11909,PCPPEV,8
11909,PCTPMRPP,1
11909,PH,2
11909,PPDPSD,106
11909,PPM,3
11909,PS,121
11909,PSN,2
20101,BE,63
20101,CDSPP,73
20101,MPT,11
20101,PCPPEV,1287
20101,PCTPMRPP,56
20101,PPDPSD,227
20101,PPM,13
20101,PS,1233
20101,PSN,6
20102,BE,9
20102,CDSPP,30
20102,MPT,6
20102,PCPPEV,349
20102,PCTPMRPP,9
20102,PPDPSD,86
20102,PPM,4
20102,PS,276
20102,PSN,0
20103,BE,5
20103,CDSPP,19
20103,MPT,1
20103,PCPPEV,175
20103,PCTPMRPP,18
20103,PPDPSD,40
20103,PPM,2
20103,PS,315
20103,PSN,0
20104,BE,6
20104,CDSPP,27
20104,MPT,1
20104,PCPPEV,370
20104,PCTPMRPP,21
20104,PPDPSD,103
20104,PPM,6
20104,PS,567
20104,PSN,4
20105,BE,8
20105,CDSPP,16
20105,MPT,4
20105,PCPPEV,158
20105,PCTPMRPP,15
20105,PPDPSD,24
20105,PPM,2
20105,PS,217
20105,PSN,1
20201,BE,49
20201,CDSPP,98
20201,MPT,7
20201,PCPPEV,214
20201,PCTPMRPP,27
20201,PPDPSD,561
20201,PPM,16
20201,PS,1000
20201,PSN,7
20202,BE,2
20202,CDSPP,17
20202,MPT,1
20202,PCPPEV,11
20202,PCTPMRPP,4
20202,PPDPSD,55
20202,PPM,3
20202,PS,217
20202,PSN,0
20203,BE,2
20203,CDSPP,19
20203,MPT,2
20203,PCPPEV,59
20203,PCTPMRPP,13
20203,PPDPSD,23
20203,PPM,4
20203,PS,191
20203,PSN,0
20204,BE,3
20204,CDSPP,13
20204,MPT,4
20204,PCPPEV,28
20204,PCTPMRPP,7
20204,PPDPSD,90
20204,PPM,4
20204,PS,287
20204,PSN,3
20205,BE,0
20205,CDSPP,17
20205,MPT,1
20205,PCPPEV,59
20205,PCTPMRPP,8
20205,PPDPSD,100
20205,PPM,0
20205,PS,305
20205,PSN,2
20206,BE,4
20206,CDSPP,18
20206,MPT,3
20206,PCPPEV,6
20206,PCTPMRPP,4
20206,PPDPSD,157
20206,PPM,5
20206,PS,199
20206,PSN,2
20207,BE,3
20207,CDSPP,1
20207,MPT,1
20207,PCPPEV,63
20207,PCTPMRPP,2
20207,PPDPSD,15
20207,PPM,2
20207,PS,129
20207,PSN,0
20208,BE,9
20208,CDSPP,5
20208,MPT,0
20208,PCPPEV,67
20208,PCTPMRPP,9
20208,PPDPSD,66
20208,PPM,2
20208,PS,173
20208,PSN,1
20301,BE,9
20301,CDSPP,36
20301,MPT,0
20301,PCPPEV,266
20301,PCTPMRPP,17
20301,PPDPSD,170
20301,PPM,4
20301,PS,219
20301,PSN,3
20302,BE,7
20302,CDSPP,28
20302,MPT,5
20302,PCPPEV,164
20302,PCTPMRPP,9
20302,PPDPSD,88
20302,PPM,1
20302,PS,400
20302,PSN,0
20401,BE,12
20401,CDSPP,86
20401,MPT,4
20401,PCPPEV,296
20401,PCTPMRPP,26
20401,PPDPSD,44
20401,PPM,7
20401,PS,547
20401,PSN,3
20501,BE,5
20501,CDSPP,7
20501,MPT,1
20501,PCPPEV,194
20501,PCTPMRPP,4
20501,PPDPSD,42
20501,PPM,0
20501,PS,243
20501,PSN,0
20502,BE,18
20502,CDSPP,3
20502,MPT,2
20502,PCPPEV,393
20502,PCTPMRPP,8
20502,PPDPSD,43
20502,PPM,2
20502,PS,142
20502,PSN,3
20503,BE,9
20503,CDSPP,28
20503,MPT,2
20503,PCPPEV,272
20503,PCTPMRPP,17
20503,PPDPSD,137
20503,PPM,5
20503,PS,382
20503,PSN,3
20504,BE,2
20504,CDSPP,17
20504,MPT,3
20504,PCPPEV,287
20504,PCTPMRPP,14
20504,PPDPSD,49
20504,PPM,0
20504,PS,446
20504,PSN,1
20505,BE,5
20505,CDSPP,8
20505,MPT,2
20505,PCPPEV,65
20505,PCTPMRPP,8
20505,PPDPSD,10
20505,PPM,0
20505,PS,141
20505,PSN,0
20506,BE,16
20506,CDSPP,33
20506,MPT,3
20506,PCPPEV,322
20506,PCTPMRPP,31
20506,PPDPSD,86
20506,PPM,0
20506,PS,547
20506,PSN,4
20507,BE,2
20507,CDSPP,8
20507,MPT,0
20507,PCPPEV,91
20507,PCTPMRPP,6
20507,PPDPSD,21
20507,PPM,0
20507,PS,90
20507,PSN,0
20508,BE,5
20508,CDSPP,18
20508,MPT,2
20508,PCPPEV,343
20508,PCTPMRPP,15
20508,PPDPSD,81
20508,PPM,2
20508,PS,233
20508,PSN,0
20509,BE,91
20509,CDSPP,104
20509,MPT,6
20509,PCPPEV,733
20509,PCTPMRPP,41
20509,PPDPSD,518
20509,PPM,9
20509,PS,1286
20509,PSN,1
20510,BE,10
20510,CDSPP,6
20510,MPT,1
20510,PCPPEV,214
20510,PCTPMRPP,4
20510,PPDPSD,30
20510,PPM,0
20510,PS,243
20510,PSN,0
20511,BE,29
20511,CDSPP,75
20511,MPT,3
20511,PCPPEV,461
20511,PCTPMRPP,23
20511,PPDPSD,228
20511,PPM,4
20511,PS,586
20511,PSN,5
20512,BE,1
20512,CDSPP,10
20512,MPT,3
20512,PCPPEV,203
20512,PCTPMRPP,7
20512,PPDPSD,46
20512,PPM,0
20512,PS,192
20512,PSN,0
20513,BE,119
20513,CDSPP,134
20513,MPT,5
20513,PCPPEV,1196
20513,PCTPMRPP,39
20513,PPDPSD,442
20513,PPM,10
20513,PS,1569
20513,PSN,2
20514,BE,1
20514,CDSPP,1
20514,MPT,0
20514,PCPPEV,37
20514,PCTPMRPP,0
20514,PPDPSD,6
20514,PPM,0
20514,PS,18
20514,PSN,0
20515,BE,134
20515,CDSPP,300
20515,MPT,13
20515,PCPPEV,531
20515,PCTPMRPP,30
20515,PPDPSD,1022
20515,PPM,8
20515,PS,1429
20515,PSN,5
20516,BE,4
20516,CDSPP,15
20516,MPT,0
20516,PCPPEV,65
20516,PCTPMRPP,3
20516,PPDPSD,71
20516,PPM,1
20516,PS,212
20516,PSN,1
20517,BE,2
20517,CDSPP,12
20517,MPT,1
20517,PCPPEV,69
20517,PCTPMRPP,4
20517,PPDPSD,6
20517,PPM,0
20517,PS,98
20517,PSN,0
20518,BE,2
20518,CDSPP,12
20518,MPT,1
20518,PCPPEV,90
20518,PCTPMRPP,7
20518,PPDPSD,32
20518,PPM,2
20518,PS,135
20518,PSN,2
20601,BE,0
20601,CDSPP,3
20601,MPT,0
20601,PCPPEV,93
20601,PCTPMRPP,1
20601,PPDPSD,22
20601,PPM,1
20601,PS,109
20601,PSN,0
20602,BE,71
20602,CDSPP,60
20602,MPT,5
20602,PCPPEV,504
20602,PCTPMRPP,39
20602,PPDPSD,349
20602,PPM,9
20602,PS,1057
20602,PSN,5
20603,BE,3
20603,CDSPP,8
20603,MPT,0
20603,PCPPEV,233
20603,PCTPMRPP,12
20603,PPDPSD,31
20603,PPM,0
20603,PS,169
20603,PSN,0
20604,BE,4
20604,CDSPP,25
20604,MPT,0
20604,PCPPEV,186
20604,PCTPMRPP,14
20604,PPDPSD,37
20604,PPM,4
20604,PS,382
20604,PSN,1
20605,BE,3
20605,CDSPP,3
20605,MPT,1
20605,PCPPEV,109
20605,PCTPMRPP,10
20605,PPDPSD,16
20605,PPM,1
20605,PS,93
20605,PSN,0
20701,BE,24
20701,CDSPP,52
20701,MPT,2
20701,PCPPEV,614
20701,PCTPMRPP,23
20701,PPDPSD,173
20701,PPM,9
20701,PS,807
20701,PSN,2
20702,BE,1
20702,CDSPP,4
20702,MPT,0
20702,PCPPEV,164
20702,PCTPMRPP,8
20702,PPDPSD,26
20702,PPM,0
20702,PS,151
20702,PSN,1
20703,BE,3
20703,CDSPP,10
20703,MPT,3
20703,PCPPEV,98
20703,PCTPMRPP,12
20703,PPDPSD,37
20703,PPM,0
20703,PS,162
20703,PSN,1
20704,BE,2
20704,CDSPP,5
20704,MPT,0
20704,PCPPEV,112
20704,PCTPMRPP,20
20704,PPDPSD,30
20704,PPM,3
20704,PS,152
20704,PSN,4
20801,BE,9
20801,CDSPP,7
20801,MPT,0
20801,PCPPEV,125
20801,PCTPMRPP,13
20801,PPDPSD,56
20801,PPM,2
20801,PS,295
20801,PSN,2
20802,BE,52
20802,CDSPP,121
20802,MPT,11
20802,PCPPEV,817
20802,PCTPMRPP,61
20802,PPDPSD,441
20802,PPM,7
20802,PS,1263
20802,PSN,7
20803,BE,12
20803,CDSPP,27
20803,MPT,5
20803,PCPPEV,300
20803,PCTPMRPP,25
20803,PPDPSD,61
20803,PPM,3
20803,PS,458
20803,PSN,1
20804,BE,3
20804,CDSPP,9
20804,MPT,3
20804,PCPPEV,69
20804,PCTPMRPP,10
20804,PPDPSD,28
20804,PPM,1
20804,PS,213
20804,PSN,2
20805,BE,2
20805,CDSPP,6
20805,MPT,2
20805,PCPPEV,65
20805,PCTPMRPP,5
20805,PPDPSD,14
20805,PPM,2
20805,PS,149
20805,PSN,1
20806,BE,1
20806,CDSPP,17
20806,MPT,0
20806,PCPPEV,103
20806,PCTPMRPP,8
20806,PPDPSD,44
20806,PPM,1
20806,PS,146
20806,PSN,0
20901,BE,3
20901,CDSPP,10
20901,MPT,6
20901,PCPPEV,256
20901,PCTPMRPP,15
20901,PPDPSD,60
20901,PPM,3
20901,PS,197
20901,PSN,2
20902,BE,6
20902,CDSPP,18
20902,MPT,4
20902,PCPPEV,238
20902,PCTPMRPP,26
20902,PPDPSD,53
20902,PPM,8
20902,PS,263
20902,PSN,2
20903,BE,0
20903,CDSPP,10
20903,MPT,1
20903,PCPPEV,61
20903,PCTPMRPP,7
20903,PPDPSD,18
20903,PPM,3
20903,PS,101
20903,PSN,3
20904,BE,31
20904,CDSPP,36
20904,MPT,8
20904,PCPPEV,671
20904,PCTPMRPP,36
20904,PPDPSD,161
20904,PPM,8
20904,PS,733
20904,PSN,6
20905,BE,7
20905,CDSPP,20
20905,MPT,0
20905,PCPPEV,155
20905,PCTPMRPP,16
20905,PPDPSD,64
20905,PPM,4
20905,PS,219
20905,PSN,2
20906,BE,2
20906,CDSPP,10
20906,MPT,1
20906,PCPPEV,162
20906,PCTPMRPP,9
20906,PPDPSD,44
20906,PPM,2
20906,PS,190
20906,PSN,2
20907,BE,2
20907,CDSPP,12
20907,MPT,1
20907,PCPPEV,158
20907,PCTPMRPP,15
20907,PPDPSD,61
20907,PPM,5
20907,PS,264
20907,PSN,1
20908,BE,1
20908,CDSPP,14
20908,MPT,2
20908,PCPPEV,35
20908,PCTPMRPP,8
20908,PPDPSD,27
20908,PPM,2
20908,PS,106
20908,PSN,1
20909,BE,1
20909,CDSPP,5
20909,MPT,0
20909,PCPPEV,61
20909,PCTPMRPP,9
20909,PPDPSD,15
20909,PPM,0
20909,PS,62
20909,PSN,0
21001,BE,9
21001,CDSPP,25
21001,MPT,3
21001,PCPPEV,583
21001,PCTPMRPP,28
21001,PPDPSD,91
21001,PPM,5
21001,PS,510
21001,PSN,1
21002,BE,1
21002,CDSPP,19
21002,MPT,1
21002,PCPPEV,65
21002,PCTPMRPP,11
21002,PPDPSD,87
21002,PPM,3
21002,PS,253
21002,PSN,0
21003,BE,4
21003,CDSPP,28
21003,MPT,2
21003,PCPPEV,131
21003,PCTPMRPP,16
21003,PPDPSD,55
21003,PPM,2
21003,PS,331
21003,PSN,0
21004,BE,32
21004,CDSPP,88
21004,MPT,5
21004,PCPPEV,260
21004,PCTPMRPP,22
21004,PPDPSD,286
21004,PPM,8
21004,PS,993
21004,PSN,5
21005,BE,4
21005,CDSPP,11
21005,MPT,1
21005,PCPPEV,123
21005,PCTPMRPP,18
21005,PPDPSD,43
21005,PPM,3
21005,PS,291
21005,PSN,3
21006,BE,0
21006,CDSPP,2
21006,MPT,0
21006,PCPPEV,119
21006,PCTPMRPP,8
21006,PPDPSD,16
21006,PPM,0
21006,PS,139
21006,PSN,2
21007,BE,49
21007,CDSPP,69
21007,MPT,5
21007,PCPPEV,331
21007,PCTPMRPP,48
21007,PPDPSD,219
21007,PPM,5
21007,PS,1099
21007,PSN,9
21008,BE,5
21008,CDSPP,29
21008,MPT,2
21008,PCPPEV,141
21008,PCTPMRPP,17
21008,PPDPSD,61
21008,PPM,0
21008,PS,267
21008,PSN,2
21101,BE,8
21101,CDSPP,35
21101,MPT,5
21101,PCPPEV,168
21101,PCTPMRPP,14
21101,PPDPSD,122
21101,PPM,6
21101,PS,332
21101,PSN,0
21102,BE,4
21102,CDSPP,13
21102,MPT,3
21102,PCPPEV,171
21102,PCTPMRPP,14
21102,PPDPSD,68
21102,PPM,3
21102,PS,346
21102,PSN,3
21103,BE,11
21103,CDSPP,29
21103,MPT,6
21103,PCPPEV,99
21103,PCTPMRPP,26
21103,PPDPSD,120
21103,PPM,14
21103,PS,424
21103,PSN,7
21104,BE,2
21104,CDSPP,15
21104,MPT,1
21104,PCPPEV,75
21104,PCTPMRPP,15
21104,PPDPSD,82
21104,PPM,3
21104,PS,295
21104,PSN,4
21105,BE,9
21105,CDSPP,68
21105,MPT,2
21105,PCPPEV,324
21105,PCTPMRPP,32
21105,PPDPSD,190
21105,PPM,5
21105,PS,767
21105,PSN,4
21106,BE,9
21106,CDSPP,46
21106,MPT,5
21106,PCPPEV,312
21106,PCTPMRPP,19
21106,PPDPSD,278
21106,PPM,14
21106,PS,539
21106,PSN,4
21107,BE,5
21107,CDSPP,26
21107,MPT,5
21107,PCPPEV,96
21107,PCTPMRPP,14
21107,PPDPSD,136
21107,PPM,8
21107,PS,438
21107,PSN,1
21108,BE,23
21108,CDSPP,88
21108,MPT,7
21108,PCPPEV,288
21108,PCTPMRPP,19
21108,PPDPSD,315
21108,PPM,13
21108,PS,898
21108,PSN,5
21109,BE,30
21109,CDSPP,137
21109,MPT,13
21109,PCPPEV,531
21109,PCTPMRPP,65
21109,PPDPSD,272
21109,PPM,20
21109,PS,1417
21109,PSN,16
21110,BE,4
21110,CDSPP,18
21110,MPT,2
21110,PCPPEV,185
21110,PCTPMRPP,8
21110,PPDPSD,36
21110,PPM,2
